factura_id,sucursal_id,ciudad_id,cliente_id,genero_id,linea_de_producto_id,metodo_de_pago_id,precio_unitario,cantidad,tax,total,fechas,costos_directos,ingreso_bruto,calificacion
200-40-6154,2,1,1,1,5,1,65.91,6,19.773,415.233,2019-9-2 11:45:00,395.46,19.773,5.7
846-10-0341,1,3,2,2,2,1,42.57,7,148.995,3128.895,2019-6-1 11:51:00,297.99,148.995,6.8
577-34-7579,3,2,1,1,3,1,50.49,9,227.205,4771.305,2019-10-1 17:16:00,454.41,227.205,5.4
430-02-3888,2,1,2,1,1,1,46.02,6,13.806,289.926,2019-7-2 15:55:00,276.12,13.806,7.1
867-47-1948,3,2,2,2,5,1,15.8,10,7.9,165.9,2019-9-1 12:07:00,158.0,7.9,7.8
384-59-6655,1,3,1,2,3,1,98.66,9,44.397,932.337,2019-2-19 15:07:00,887.94,44.397,8.4
256-58-3609,3,2,1,1,2,1,91.98,1,4.599,96.579,2019-3-18 15:29:00,91.98,4.599,9.8
324-92-3863,1,3,1,1,1,1,20.89,2,2.089,43.869,2019-5-2 18:45:00,41.78,2.089,9.8
593-08-5916,1,3,2,2,2,2,15.5,1,0.775,16.275,2019-3-19 15:23:00,15.5,0.775,7.4
364-34-2972,3,2,1,1,1,1,96.82,3,14.523,304.983,2019-3-30 20:37:00,290.46,14.523,6.7
794-42-3736,2,1,2,1,3,2,33.33,2,3.333,69.993,2019-1-26 14:41:00,66.66,3.333,6.4
172-42-8274,2,1,2,2,1,2,38.27,2,3.827,80.367,2019-2-3 18:18:00,76.54,3.827,5.8
558-60-5016,1,3,2,2,5,3,33.3,9,14.985,314.685,2019-4-3 15:27:00,299.7,14.985,7.2
195-06-0432,1,3,1,1,5,2,81.01,3,121.515,2551.815,2019-1-13 12:55:00,243.03,121.515,9.3
605-03-2706,1,3,2,2,4,1,15.8,3,2.37,49.77,2019-3-25 18:02:00,47.4,2.37,9.5
214-30-2776,2,1,1,2,1,2,34.49,5,86.225,1810.725,2019-11-3 19:44:00,172.45,86.225,9.0
746-04-1077,2,1,1,2,3,2,84.63,10,42.315,888.615,2019-1-1 11:36:00,846.3,42.315,9.0
448-34-8700,2,1,1,1,5,3,36.91,7,129.185,2712.885,2019-10-2 13:51:00,258.37,129.185,6.7
452-04-8808,2,1,2,1,1,1,87.08,7,30.478,640.038,2019-1-26 15:17:00,609.56,30.478,5.5
531-56-4728,1,3,2,1,5,1,80.08,3,12.012,252.252,2019-11-2 15:29:00,240.24,12.012,5.4
744-82-9138,3,2,2,1,2,1,86.13,2,8.613,180.873,2019-7-2 17:59:00,172.26,8.613,8.2
883-69-1285,2,1,1,1,2,2,49.92,2,4.992,104.832,2019-6-3 11:55:00,99.84,4.992,7.0
221-25-5073,1,3,2,2,3,1,74.66,4,14.932,313.572,2019-4-3 10:39:00,298.64,14.932,8.5
518-71-6847,2,1,1,1,3,3,26.6,6,7.98,167.58,2019-2-26 15:10:00,159.6,7.98,4.9
156-20-0370,2,1,2,2,1,2,25.45,1,12.725,267.225,2019-10-3 18:10:00,25.45,12.725,5.1
151-33-7434,2,1,2,2,3,2,67.77,1,33.885,711.585,2019-4-2 20:43:00,67.77,33.885,6.5
728-47-9078,3,2,1,1,3,1,59.59,4,11.918,250.278,2019-1-19 12:46:00,238.36,11.918,9.8
809-46-1866,1,3,2,1,4,1,58.15,4,11.63,244.23,2019-1-23 17:44:00,232.6,11.63,8.4
139-32-4183,1,3,1,2,6,3,97.48,9,43.866,921.186,2019-3-14 14:19:00,877.32,43.866,7.4
148-41-7930,3,2,2,1,4,1,99.96,7,34.986,734.706,2019-1-23 10:33:00,699.72,34.986,6.1
189-40-5216,3,2,2,1,1,1,96.37,7,337.295,7083.195,2019-9-1 11:40:00,674.59,337.295,6.0
374-38-5555,2,1,2,2,2,3,63.71,5,159.275,3344.775,2019-7-2 19:30:00,318.55,159.275,8.5
764-44-8999,2,1,2,2,4,3,14.76,2,1.476,30.996,2019-2-18 14:42:00,29.52,1.476,4.3
552-44-5977,2,1,1,1,4,2,62.0,8,24.8,520.8,2019-3-1 19:08:00,496.0,24.8,6.2
267-62-7380,3,2,1,1,1,3,82.34,10,41.17,864.57,2019-3-29 19:12:00,823.4,41.17,4.3
430-53-4718,2,1,1,1,4,2,75.37,8,30.148,633.108,2019-1-28 15:46:00,602.96,30.148,8.4
886-18-2897,1,3,2,2,3,2,56.56,5,14.14,296.94,2019-3-22 19:06:00,282.8,14.14,4.5
602-16-6955,2,1,2,2,6,3,76.6,10,38.3,804.3,2019-1-24 18:10:00,766.0,38.3,6.0
745-74-0715,1,3,2,1,1,3,58.03,2,5.803,121.863,2019-10-3 20:46:00,116.06,5.803,8.8
690-01-6631,2,1,2,1,2,3,17.49,10,8.745,183.645,2019-2-22 18:35:00,174.9,8.745,6.6
652-49-6720,3,2,1,2,1,3,60.95,1,30.475,639.975,2019-2-18 11:40:00,60.95,30.475,5.9
233-67-5758,3,2,2,1,4,3,40.35,1,20.175,423.675,2019-1-29 13:46:00,40.35,20.175,6.2
303-96-2227,2,1,2,2,5,3,97.38,10,48.69,1022.49,2019-2-3 17:16:00,973.8,48.69,4.4
727-02-1313,1,3,1,1,3,1,31.84,1,1.592,33.432,2019-9-2 13:22:00,31.84,1.592,7.7
347-56-2442,1,3,2,1,5,1,65.82,1,3.291,69.111,2019-2-22 15:33:00,65.82,3.291,4.1
849-09-3807,1,3,1,2,2,1,88.34,7,30.919,649.299,2019-2-18 13:28:00,618.38,30.919,6.6
